date_rdv,canal,profil,motif,sous_motif,date_creation,id_conseiller,bureau,mois,annee_mois,nb_rdv
2025-06-26,telephone,Senior,Support,Réclamation,2025-06-22,2,Paris,June,2025-06,1
2024-06-21,web,Manager,Support,Réclamation,2024-06-07,10,Bordeaux,June,2024-06,1
2025-10-05,web,Manager,Support,Réclamation,2025-09-08,19,Paris,October,2025-10,2
2024-10-21,telephone,Junior,Comptabilité,Question,2024-10-14,1,Lyon,October,2024-10,2
2025-01-08,web,Client,Comptabilité,Demande,2024-12-23,9,Lyon,January,2025-01,1
2025-04-01,telephone,Client,Comptabilité,Demande,2025-03-21,20,Bordeaux,April,2025-04,3
2025-12-07,telephone,Manager,Support,Demande,2025-11-17,12,Marseille,December,2025-12,2
2024-06-11,telephone,Manager,Vente,Demande,2024-06-02,13,Paris,June,2024-06,1
2025-02-01,telephone,Manager,Support,Réclamation,2025-01-20,10,Paris,February,2025-02,2
2024-09-21,telephone,Senior,Support,Demande,2024-09-15,2,Paris,September,2024-09,3
2024-06-23,web,Client,Comptabilité,Réclamation,2024-05-31,6,Paris,June,2024-06,2
2025-02-19,telephone,Client,Comptabilité,Question,2025-02-17,16,Paris,February,2025-02,2
2024-06-02,web,Junior,Vente,Réclamation,2024-05-28,12,Paris,June,2024-06,3
2024-12-23,telephone,Client,Support,Réclamation,2024-12-07,19,Lyon,December,2024-12,1
2024-05-22,web,Senior,Vente,Question,2024-05-02,3,Paris,May,2024-05,3
2025-07-10,telephone,Senior,Comptabilité,Demande,2025-07-09,9,Bordeaux,July,2025-07,3
2024-08-10,web,Client,Comptabilité,Demande,2024-08-04,19,Marseille,August,2024-08,2
2025-04-17,telephone,Manager,Comptabilité,Question,2025-04-04,1,Bordeaux,April,2025-04,2
2024-11-02,telephone,Senior,Vente,Demande,2024-10-13,14,Lyon,November,2024-11,2
2024-04-07,web,Manager,Comptabilité,Question,2024-03-15,1,Lyon,April,2024-04,3
2025-09-24,web,Junior,Comptabilité,Réclamation,2025-09-24,6,Lyon,September,2025-09,2
2024-04-14,web,Client,Vente,Question,2024-03-26,8,Paris,April,2024-04,3
2025-12-25,telephone,Manager,Comptabilité,Question,2025-12-05,5,Marseille,December,2025-12,2
2025-09-05,telephone,Senior,Support,Réclamation,2025-08-09,17,Bordeaux,September,2025-09,2
2024-02-23,web,Senior,Comptabilité,Question,2024-02-10,12,Paris,February,2024-02,2
2024-09-26,telephone,Senior,Comptabilité,Réclamation,2024-09-11,1,Lyon,September,2024-09,2
2025-10-12,web,Junior,Support,Question,2025-09-12,15,Paris,October,2025-10,1
2025-09-12,telephone,Junior,Comptabilité,Demande,2025-08-19,1,Lyon,September,2025-09,3
2024-11-14,telephone,Senior,Comptabilité,Question,2024-11-13,1,Lyon,November,2024-11,1
2025-02-24,web,Client,Support,Question,2025-02-11,5,Bordeaux,February,2025-02,3
2024-06-20,telephone,Client,Vente,Demande,2024-05-26,13,Lyon,June,2024-06,2
2025-10-18,web,Senior,Support,Réclamation,2025-10-12,6,Paris,October,2025-10,1
2025-06-26,web,Client,Vente,Question,2025-06-07,14,Marseille,June,2025-06,2
2024-03-11,web,Manager,Vente,Demande,2024-02-18,19,Bordeaux,March,2024-03,2
2025-07-10,web,Client,Support,Demande,2025-07-08,13,Lyon,July,2025-07,2
2025-04-17,web,Manager,Support,Demande,2025-04-12,11,Bordeaux,April,2025-04,2
2024-05-30,telephone,Client,Vente,Réclamation,2024-05-27,12,Bordeaux,May,2024-05,2
2025-08-12,telephone,Senior,Vente,Demande,2025-07-15,6,Paris,August,2025-08,2
2024-09-18,web,Junior,Comptabilité,Question,2024-09-11,18,Marseille,September,2024-09,2
2024-11-19,web,Manager,Comptabilité,Demande,2024-10-27,9,Bordeaux,November,2024-11,1
2024-12-08,telephone,Junior,Support,Réclamation,2024-11-30,5,Paris,December,2024-12,1
2025-03-07,web,Junior,Comptabilité,Demande,2025-02-09,13,Marseille,March,2025-03,1
2024-08-26,telephone,Client,Comptabilité,Demande,2024-08-16,11,Marseille,August,2024-08,1
2024-04-16,web,Manager,Vente,Question,2024-03-23,11,Paris,April,2024-04,3
2024-12-02,telephone,Client,Vente,Réclamation,2024-11-17,1,Bordeaux,December,2024-12,2
2025-03-31,web,Client,Vente,Réclamation,2025-03-03,4,Bordeaux,March,2025-03,2
2025-04-27,web,Junior,Vente,Question,2025-03-29,19,Lyon,April,2025-04,3
2025-09-20,web,Junior,Comptabilité,Demande,2025-09-10,18,Lyon,September,2025-09,3
2025-04-08,telephone,Manager,Support,Question,2025-04-02,3,Bordeaux,April,2025-04,3
2024-09-11,web,Manager,Support,Demande,2024-08-26,17,Lyon,September,2024-09,3
2025-12-10,web,Senior,Comptabilité,Demande,2025-11-12,20,Marseille,December,2025-12,2
2024-07-05,web,Junior,Vente,Demande,2024-06-23,14,Lyon,July,2024-07,1
2025-01-04,telephone,Client,Comptabilité,Question,2024-12-11,13,Bordeaux,January,2025-01,2
2025-05-31,telephone,Senior,Support,Question,2025-05-03,15,Marseille,May,2025-05,1
2025-06-16,telephone,Client,Vente,Question,2025-06-06,9,Marseille,June,2025-06,3
2024-07-01,web,Junior,Vente,Réclamation,2024-06-14,16,Bordeaux,July,2024-07,1
2024-09-14,telephone,Junior,Vente,Demande,2024-08-24,14,Marseille,September,2024-09,2
2024-06-15,web,Junior,Vente,Demande,2024-05-28,1,Paris,June,2024-06,3
2025-06-11,web,Client,Vente,Réclamation,2025-05-26,6,Marseille,June,2025-06,1
2025-09-16,telephone,Manager,Comptabilité,Demande,2025-08-29,10,Paris,September,2025-09,1
2024-06-03,web,Client,Vente,Réclamation,2024-05-28,3,Lyon,June,2024-06,2
2025-01-14,web,Manager,Vente,Demande,2025-01-05,14,Lyon,January,2025-01,3
2024-09-19,telephone,Manager,Vente,Demande,2024-08-27,7,Lyon,September,2024-09,2
2024-06-30,web,Senior,Vente,Réclamation,2024-06-11,6,Lyon,June,2024-06,3
2024-12-26,telephone,Client,Vente,Réclamation,2024-11-27,16,Bordeaux,December,2024-12,1
2024-12-26,web,Client,Support,Question,2024-12-18,14,Paris,December,2024-12,3
2025-03-31,telephone,Junior,Vente,Question,2025-03-25,7,Bordeaux,March,2025-03,3
2024-03-08,web,Senior,Vente,Question,2024-03-03,12,Bordeaux,March,2024-03,1
2025-12-18,telephone,Senior,Comptabilité,Demande,2025-12-06,3,Lyon,December,2025-12,1
2024-04-19,telephone,Senior,Support,Question,2024-04-08,5,Marseille,April,2024-04,3
2024-04-29,web,Junior,Support,Réclamation,2024-04-28,10,Bordeaux,April,2024-04,2
2025-07-27,web,Client,Support,Réclamation,2025-07-03,14,Lyon,July,2025-07,2
2025-11-10,telephone,Senior,Support,Réclamation,2025-10-14,8,Marseille,November,2025-11,1
2024-09-26,telephone,Client,Support,Question,2024-09-20,20,Marseille,September,2024-09,3
2025-08-27,web,Senior,Comptabilité,Question,2025-08-23,16,Paris,August,2025-08,2
2025-07-25,web,Senior,Comptabilité,Question,2025-07-13,8,Lyon,July,2025-07,3
2024-09-13,telephone,Client,Support,Demande,2024-08-28,8,Bordeaux,September,2024-09,2
2024-08-12,web,Senior,Support,Question,2024-07-24,5,Bordeaux,August,2024-08,2
2025-04-23,web,Manager,Comptabilité,Demande,2025-03-24,1,Lyon,April,2025-04,1
2025-06-13,web,Client,Vente,Réclamation,2025-06-12,20,Paris,June,2025-06,3
2024-06-17,telephone,Junior,Support,Question,2024-05-30,8,Lyon,June,2024-06,3
2025-09-13,telephone,Client,Comptabilité,Question,2025-08-14,6,Paris,September,2025-09,3
2025-01-07,web,Junior,Vente,Demande,2024-12-24,15,Bordeaux,January,2025-01,3
2024-09-20,web,Junior,Vente,Demande,2024-08-31,20,Lyon,September,2024-09,1
2025-08-29,web,Manager,Vente,Réclamation,2025-08-14,12,Marseille,August,2025-08,2
2025-02-10,web,Senior,Support,Question,2025-01-26,14,Marseille,February,2025-02,3
2024-09-19,telephone,Junior,Comptabilité,Réclamation,2024-09-11,5,Lyon,September,2024-09,2
2024-07-13,telephone,Manager,Vente,Réclamation,2024-06-24,1,Marseille,July,2024-07,2
2025-09-01,telephone,Client,Comptabilité,Réclamation,2025-08-26,11,Lyon,September,2025-09,3
2024-07-08,web,Junior,Comptabilité,Réclamation,2024-06-24,6,Paris,July,2024-07,2
2025-11-09,web,Manager,Support,Demande,2025-10-23,14,Bordeaux,November,2025-11,1
2025-10-02,web,Senior,Comptabilité,Demande,2025-09-21,18,Lyon,October,2025-10,3
2024-12-30,telephone,Client,Comptabilité,Réclamation,2024-12-06,9,Bordeaux,December,2024-12,3
2024-10-09,web,Manager,Vente,Demande,2024-09-22,15,Lyon,October,2024-10,2
2025-02-16,telephone,Senior,Comptabilité,Demande,2025-01-25,1,Bordeaux,February,2025-02,1
2024-02-18,web,Senior,Support,Réclamation,2024-02-17,14,Bordeaux,February,2024-02,1
2025-07-18,telephone,Client,Support,Demande,2025-06-20,12,Marseille,July,2025-07,1
2024-04-09,telephone,Client,Comptabilité,Question,2024-04-02,14,Marseille,April,2024-04,2
2024-10-05,telephone,Senior,Comptabilité,Réclamation,2024-09-21,2,Bordeaux,October,2024-10,3
2024-02-17,telephone,Junior,Comptabilité,Question,2024-01-21,10,Lyon,February,2024-02,1
2024-05-15,web,Senior,Vente,Réclamation,2024-05-10,10,Bordeaux,May,2024-05,2
2025-03-15,telephone,Senior,Support,Réclamation,2025-03-12,8,Marseille,March,2025-03,1
2024-10-11,web,Client,Vente,Demande,2024-09-12,6,Paris,October,2024-10,3
2025-10-11,telephone,Junior,Vente,Réclamation,2025-10-08,7,Bordeaux,October,2025-10,2
2024-05-13,web,Junior,Vente,Demande,2024-04-20,18,Lyon,May,2024-05,1
2025-08-22,web,Manager,Vente,Réclamation,2025-08-22,20,Paris,August,2025-08,2
2025-03-12,web,Client,Vente,Demande,2025-02-21,11,Paris,March,2025-03,2
2024-04-01,telephone,Senior,Comptabilité,Réclamation,2024-03-26,18,Paris,April,2024-04,1
2024-08-16,web,Client,Comptabilité,Question,2024-07-17,8,Paris,August,2024-08,2
2025-09-25,web,Junior,Vente,Réclamation,2025-09-05,20,Bordeaux,September,2025-09,3
2025-11-20,web,Junior,Comptabilité,Question,2025-11-18,1,Marseille,November,2025-11,2
2024-07-06,web,Junior,Comptabilité,Question,2024-06-26,18,Marseille,July,2024-07,3
2025-04-15,web,Client,Comptabilité,Demande,2025-04-11,19,Marseille,April,2025-04,2
2024-01-31,web,Manager,Comptabilité,Réclamation,2024-01-20,9,Lyon,January,2024-01,1
2025-02-18,web,Junior,Comptabilité,Réclamation,2025-02-18,2,Paris,February,2025-02,2
2024-05-06,telephone,Senior,Comptabilité,Question,2024-05-06,12,Lyon,May,2024-05,3
2024-01-14,web,Junior,Vente,Question,2023-12-23,8,Marseille,January,2024-01,2
2025-07-05,telephone,Junior,Vente,Réclamation,2025-06-15,12,Paris,July,2025-07,2
2024-03-23,telephone,Junior,Support,Demande,2024-03-19,12,Paris,March,2024-03,2
2024-03-12,web,Manager,Comptabilité,Demande,2024-02-27,2,Paris,March,2024-03,3
2025-08-22,telephone,Junior,Comptabilité,Demande,2025-07-28,10,Marseille,August,2025-08,3
2025-04-21,web,Junior,Comptabilité,Réclamation,2025-03-27,8,Bordeaux,April,2025-04,2
2025-10-31,telephone,Manager,Support,Réclamation,2025-10-10,10,Lyon,October,2025-10,1
2024-04-08,telephone,Senior,Comptabilité,Réclamation,2024-03-11,5,Bordeaux,April,2024-04,1
2024-06-17,web,Senior,Comptabilité,Demande,2024-06-08,3,Bordeaux,June,2024-06,2
2024-02-01,web,Manager,Support,Question,2024-01-30,9,Lyon,February,2024-02,2
2024-12-03,web,Client,Vente,Question,2024-11-21,9,Bordeaux,December,2024-12,1
2025-12-09,telephone,Senior,Support,Question,2025-12-09,19,Marseille,December,2025-12,1
2025-08-03,telephone,Manager,Vente,Question,2025-07-21,15,Lyon,August,2025-08,3
2025-04-01,telephone,Senior,Support,Question,2025-03-02,16,Bordeaux,April,2025-04,3
2025-10-27,web,Client,Comptabilité,Réclamation,2025-10-17,4,Lyon,October,2025-10,2
2024-10-31,web,Junior,Comptabilité,Réclamation,2024-10-16,18,Paris,October,2024-10,2
2024-12-26,web,Senior,Vente,Réclamation,2024-12-23,18,Lyon,December,2024-12,1
2025-09-13,web,Junior,Comptabilité,Réclamation,2025-09-06,19,Bordeaux,September,2025-09,2
2025-01-18,web,Junior,Comptabilité,Réclamation,2025-01-14,14,Bordeaux,January,2025-01,1
2025-06-29,telephone,Manager,Comptabilité,Demande,2025-06-28,12,Lyon,June,2025-06,2
2025-02-26,web,Manager,Comptabilité,Question,2025-02-11,7,Paris,February,2025-02,2
2025-08-20,telephone,Client,Support,Question,2025-07-23,7,Marseille,August,2025-08,2
2024-09-09,telephone,Client,Comptabilité,Question,2024-09-01,11,Paris,September,2024-09,2
2025-08-26,telephone,Senior,Vente,Question,2025-08-03,17,Bordeaux,August,2025-08,3
2025-07-01,web,Client,Vente,Demande,2025-06-22,13,Bordeaux,July,2025-07,3
2025-09-09,telephone,Senior,Support,Réclamation,2025-08-10,5,Bordeaux,September,2025-09,3
2024-04-18,telephone,Manager,Vente,Question,2024-04-13,16,Lyon,April,2024-04,3
2025-09-26,telephone,Senior,Comptabilité,Réclamation,2025-08-28,11,Paris,September,2025-09,3
2024-08-02,web,Manager,Comptabilité,Question,2024-07-05,12,Bordeaux,August,2024-08,2
2024-05-01,web,Senior,Support,Demande,2024-04-21,12,Bordeaux,May,2024-05,2
2024-07-28,web,Client,Support,Demande,2024-07-01,1,Bordeaux,July,2024-07,1
2024-11-20,web,Senior,Comptabilité,Question,2024-10-22,9,Lyon,November,2024-11,2
2024-08-20,telephone,Client,Vente,Question,2024-08-14,15,Paris,August,2024-08,3
2025-02-09,telephone,Client,Vente,Question,2025-01-26,9,Lyon,February,2025-02,3
2025-02-19,telephone,Senior,Comptabilité,Question,2025-01-26,13,Lyon,February,2025-02,1
2024-02-03,telephone,Junior,Vente,Question,2024-01-13,17,Marseille,February,2024-02,1
2024-11-27,web,Junior,Vente,Réclamation,2024-11-19,7,Lyon,November,2024-11,3
2024-07-31,telephone,Senior,Comptabilité,Demande,2024-07-09,4,Lyon,July,2024-07,3
2024-08-03,web,Client,Comptabilité,Question,2024-07-29,17,Bordeaux,August,2024-08,2
2024-03-28,web,Senior,Comptabilité,Question,2024-03-05,6,Bordeaux,March,2024-03,2
2024-09-03,web,Senior,Vente,Demande,2024-08-08,17,Lyon,September,2024-09,2
2025-05-30,web,Senior,Vente,Demande,2025-05-13,18,Paris,May,2025-05,2
2025-02-08,telephone,Junior,Support,Réclamation,2025-02-08,12,Marseille,February,2025-02,3
2025-10-21,web,Senior,Support,Réclamation,2025-10-05,16,Bordeaux,October,2025-10,1
2025-11-20,telephone,Manager,Support,Réclamation,2025-10-25,1,Paris,November,2025-11,2
2024-05-26,web,Manager,Comptabilité,Demande,2024-04-26,13,Bordeaux,May,2024-05,2
2025-06-21,telephone,Senior,Vente,Demande,2025-06-20,17,Bordeaux,June,2025-06,3
2025-09-06,telephone,Client,Comptabilité,Demande,2025-08-18,12,Paris,September,2025-09,3
2024-05-15,web,Senior,Comptabilité,Question,2024-04-15,5,Lyon,May,2024-05,1
2025-12-16,web,Manager,Vente,Demande,2025-12-12,5,Marseille,December,2025-12,2
2024-10-06,web,Senior,Support,Réclamation,2024-09-27,5,Bordeaux,October,2024-10,1
2025-12-28,telephone,Senior,Vente,Réclamation,2025-12-09,8,Bordeaux,December,2025-12,2
2025-06-08,telephone,Client,Comptabilité,Question,2025-05-21,4,Marseille,June,2025-06,1
2024-12-09,web,Junior,Support,Réclamation,2024-11-22,6,Lyon,December,2024-12,3
2024-08-04,web,Senior,Vente,Réclamation,2024-07-18,6,Lyon,August,2024-08,2
2025-03-31,web,Senior,Support,Question,2025-03-17,6,Marseille,March,2025-03,3
2024-09-01,telephone,Senior,Vente,Réclamation,2024-09-01,6,Lyon,September,2024-09,2
2025-08-18,web,Junior,Support,Réclamation,2025-08-11,7,Bordeaux,August,2025-08,2
2024-10-06,web,Client,Support,Question,2024-10-01,19,Lyon,October,2024-10,3
2025-12-12,web,Senior,Vente,Réclamation,2025-11-15,10,Marseille,December,2025-12,2
2024-09-22,web,Client,Comptabilité,Demande,2024-09-22,9,Lyon,September,2024-09,2
2024-06-09,telephone,Client,Support,Question,2024-06-06,7,Bordeaux,June,2024-06,3
2024-11-28,web,Junior,Comptabilité,Question,2024-11-07,9,Marseille,November,2024-11,3
2025-10-28,web,Senior,Support,Demande,2025-10-16,20,Marseille,October,2025-10,1
2025-08-07,web,Manager,Comptabilité,Réclamation,2025-07-30,20,Marseille,August,2025-08,2
2024-05-17,web,Junior,Comptabilité,Demande,2024-04-27,20,Lyon,May,2024-05,3
2024-08-10,web,Junior,Comptabilité,Réclamation,2024-07-22,3,Lyon,August,2024-08,2
2025-01-06,telephone,Client,Vente,Réclamation,2025-01-05,7,Marseille,January,2025-01,1
2024-03-12,web,Client,Support,Réclamation,2024-03-02,11,Bordeaux,March,2024-03,2
2024-12-17,telephone,Client,Comptabilité,Demande,2024-11-28,10,Bordeaux,December,2024-12,1
2024-08-10,telephone,Senior,Vente,Réclamation,2024-07-20,12,Paris,August,2024-08,2
2025-07-28,web,Manager,Support,Question,2025-07-08,9,Lyon,July,2025-07,2
2024-02-16,web,Senior,Support,Réclamation,2024-01-29,14,Lyon,February,2024-02,3
2025-01-15,telephone,Client,Vente,Réclamation,2024-12-18,19,Lyon,January,2025-01,3
2025-01-03,web,Junior,Comptabilité,Question,2024-12-14,20,Paris,January,2025-01,1
2025-09-20,telephone,Junior,Vente,Demande,2025-09-18,3,Lyon,September,2025-09,1
2025-02-18,web,Senior,Vente,Demande,2025-02-16,9,Marseille,February,2025-02,3
2025-08-23,telephone,Manager,Vente,Demande,2025-08-19,1,Bordeaux,August,2025-08,2
2025-11-11,web,Manager,Vente,Réclamation,2025-11-08,13,Marseille,November,2025-11,2
2025-02-07,web,Manager,Support,Question,2025-02-03,10,Lyon,February,2025-02,1
2025-01-02,web,Senior,Vente,Question,2024-12-08,3,Paris,January,2025-01,2
2025-07-26,web,Client,Comptabilité,Réclamation,2025-07-16,4,Marseille,July,2025-07,1
2025-11-30,telephone,Senior,Vente,Réclamation,2025-11-24,9,Paris,November,2025-11,2
2025-04-06,web,Manager,Vente,Demande,2025-04-01,11,Marseille,April,2025-04,3
2025-10-14,web,Junior,Support,Réclamation,2025-09-20,10,Lyon,October,2025-10,1
2025-04-11,telephone,Junior,Vente,Demande,2025-04-07,4,Lyon,April,2025-04,2
2025-04-25,web,Junior,Comptabilité,Demande,2025-04-11,14,Marseille,April,2025-04,1
2025-07-01,web,Senior,Comptabilité,Question,2025-06-06,16,Marseille,July,2025-07,2
2024-10-25,web,Manager,Support,Réclamation,2024-10-06,1,Marseille,October,2024-10,3
2024-01-23,telephone,Junior,Comptabilité,Réclamation,2023-12-26,8,Marseille,January,2024-01,1
2025-11-17,telephone,Client,Vente,Demande,2025-11-14,10,Bordeaux,November,2025-11,3
2024-12-12,telephone,Manager,Vente,Question,2024-11-16,12,Lyon,December,2024-12,3
2024-02-08,telephone,Client,Comptabilité,Question,2024-01-19,10,Bordeaux,February,2024-02,2
2024-04-15,telephone,Client,Comptabilité,Réclamation,2024-03-17,10,Marseille,April,2024-04,2
2025-04-05,web,Junior,Support,Demande,2025-03-25,6,Bordeaux,April,2025-04,1
2025-02-28,web,Manager,Vente,Réclamation,2025-02-13,5,Paris,February,2025-02,2
2025-01-21,web,Junior,Support,Question,2025-01-16,9,Paris,January,2025-01,3
2025-01-12,web,Senior,Comptabilité,Demande,2025-01-12,2,Paris,January,2025-01,1
2024-05-21,web,Client,Vente,Réclamation,2024-05-02,4,Paris,May,2024-05,1
2025-11-14,telephone,Manager,Comptabilité,Demande,2025-10-24,1,Lyon,November,2025-11,1
2024-12-26,web,Junior,Comptabilité,Réclamation,2024-12-22,6,Marseille,December,2024-12,1
2025-12-19,web,Senior,Comptabilité,Réclamation,2025-12-15,20,Lyon,December,2025-12,3
2024-06-16,web,Manager,Comptabilité,Question,2024-06-02,5,Bordeaux,June,2024-06,2
2024-08-30,telephone,Junior,Comptabilité,Question,2024-08-01,13,Lyon,August,2024-08,1
2024-04-27,telephone,Junior,Comptabilité,Question,2024-04-04,9,Paris,April,2024-04,3
2025-10-09,telephone,Junior,Vente,Réclamation,2025-09-14,14,Lyon,October,2025-10,2
2025-06-04,telephone,Manager,Vente,Réclamation,2025-05-18,3,Lyon,June,2025-06,2
2025-12-30,telephone,Junior,Vente,Réclamation,2025-12-25,20,Bordeaux,December,2025-12,2
2025-12-02,telephone,Manager,Vente,Demande,2025-11-16,10,Lyon,December,2025-12,2
2025-10-26,web,Client,Comptabilité,Réclamation,2025-10-17,13,Lyon,October,2025-10,2
2024-11-11,telephone,Junior,Comptabilité,Réclamation,2024-10-12,18,Marseille,November,2024-11,3
2024-11-06,telephone,Client,Comptabilité,Demande,2024-10-30,19,Lyon,November,2024-11,3
2024-02-07,telephone,Senior,Comptabilité,Question,2024-01-26,20,Marseille,February,2024-02,2
2025-05-06,web,Senior,Comptabilité,Réclamation,2025-04-11,20,Bordeaux,May,2025-05,3
2025-03-29,telephone,Senior,Support,Réclamation,2025-03-16,17,Paris,March,2025-03,3
2024-07-14,telephone,Senior,Vente,Question,2024-06-28,11,Bordeaux,July,2024-07,1
2024-01-19,telephone,Senior,Vente,Réclamation,2024-01-06,6,Bordeaux,January,2024-01,3
2025-10-16,web,Junior,Vente,Réclamation,2025-10-04,8,Paris,October,2025-10,3
2024-04-14,web,Manager,Vente,Question,2024-04-10,13,Marseille,April,2024-04,3
2025-03-02,web,Client,Support,Question,2025-02-25,15,Lyon,March,2025-03,3
2024-11-12,telephone,Senior,Vente,Demande,2024-10-15,13,Bordeaux,November,2024-11,3
2024-10-09,telephone,Client,Support,Réclamation,2024-10-07,2,Marseille,October,2024-10,2
2025-08-12,web,Client,Comptabilité,Réclamation,2025-07-29,9,Paris,August,2025-08,1
2024-01-11,web,Manager,Comptabilité,Réclamation,2023-12-26,5,Marseille,January,2024-01,1
